Type,Environment,Width,Depth,Amplitude,Wavelength,Sandbody thickness,Belt Width,Source
BRAIDED,FLUVIAL UNDEFINED,130.1025217,17.32352885,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,175.7510625,15.19911083,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,212.0950888,15.39926526,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,237.4161205,18.25423496,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,265.7601106,15.19911083,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,314.7452493,18.25423496,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,36.2396232,2.026834004,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,42.9193426,1.316188773,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,44.56353068,1.825423496,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,53.77894087,1.687612476,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,59.07837912,1.80169726,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,54.799363,2.000489903,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,52.77752007,2.250467406,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,56.89866029,2.531681633,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,63.69152281,2.466297454,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,64.90003006,2.280103417,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,67.38627168,2.000489903,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,74.02659185,2.135725606,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,82.86427729,2.053525026,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,89.33474625,2.192345972,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,103.830879,2.250467406,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,82.86427729,1.849462179,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,92.75705228,1.948824484,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,103.830879,2.000489903,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,120.6792641,2.107966168,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,96.31046271,1.709836349,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,107.8085143,1.601568264,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,122.9690784,1.709836349,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,132.5711366,2.3101297,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,145.6348478,2.434241355,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,120.6792641,2.633022349,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,159.985872,1.974488213,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,196.7331524,2.000489903,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,237.4161205,2.000489903,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,320.7173457,2.221216593,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,417.2613543,2.192345972,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,372.759372,1.64402755,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,352.3211992,2.923540341,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,425.1786303,3.040566774,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,503.5479315,3.080607466,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,836.4673228,3.080607466,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,1288.855062,3.080607466,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,2101.110918,2.962039932,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,790.6043211,2.434241355,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,513.102442,4.216965034,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,655.1285569,4.10805608,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,775.8824319,4.10805608,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,585.2574339,4.054660959,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,693.1326018,4.502037321,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,513.102442,4.933803153,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,585.2574339,4.933803153,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,918.893768,4.443521366,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,954.0954763,4.743909153,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,1173.242415,4.162154352,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,1218.187912,4.869675252,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,790.6043211,33.32170941,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,693.1326018,30.40566774,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,990.6457195,31.6227766,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,1028.596158,54.78180827,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,3981.071706,51.31298422,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,1555.380804,25.31681633,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,1584.893192,28.85541154,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,1985.908267,35.11191734,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,1241.302274,21.35725606,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,1584.893192,21.35725606,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,1708.649805,20.00489903,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,2061.98601,20.80567538,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,2181.601935,18.49462179,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,596.3623317,18.98493397,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,901.7829935,15.60205549,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,1009.442609,17.09836349,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,775.8824319,12.32846739,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,852.3387728,12.32846739,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,1151.395399,13.33521432,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,1264.855217,12.82196377,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,1338.22954,11.10336318,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,1470.100207,10.40029013,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,1068.000433,12.49081882,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,3556.480306,12.32846739,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,5583.914702,12.01006767,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,6019.935481,11.24958143,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,7129.535314,12.32846739,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,10985.41142,13.51082343,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,10189.74381,16.01568264,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,13764.97764,18.73817423,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,15121.39425,21.35725606,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,15408.31336,23.40551394,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,24192.09445,15.19911083,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,24192.09445,13.86900978,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,12767.9875,12.01006767,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,14026.15957,12.01006767,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,10189.74381,9.615116385,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,3834.188581,8.111308308,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,4714.866363,4.621391139,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,3490.254879,5.550322032,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,3118.01034,5.925530976,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,2733.598288,6.753757371,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,2947.051703,8.547088126,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,2442.053095,8.435995971,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,2101.110918,8.547088126,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,2101.110918,10,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,2442.053095,10.26511068,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,3002.970186,10.26511068,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,1151.395399,10.13168825,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,1241.302274,9.006280202,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,1151.395399,7.799117341,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,918.893768,7.59769435,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,954.0954763,6.932806692,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,852.3387728,6.932806692,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,693.1326018,6.665974322,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,619.208251,7.901822553,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,719.685673,9.006280202,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,790.6043211,9.366792706,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,836.4673228,10.26511068,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,954.0954763,9.615116385,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,1807.768677,9.006280202,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,1807.768677,8.111308308,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,1584.893192,8.111308308,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,1708.649805,7.305271543,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,1442.725385,7.210320099,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,1288.855062,6.753757371,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,1526.417967,5.550322032,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,1676.832937,5.198871593,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,1948.928553,5.848512932,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,2023.589648,5.336699231,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,92.75705228,8.77368056,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,114.0624924,8.77368056,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,120.6792641,9.49014236,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,140.2615957,10.53724973,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,140.2615957,11.69989107,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,130.1025217,12.99081397,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,157.0067657,13.51082343,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,179.0858302,12.32846739,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,208.1456538,12.65530823,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,255.9547923,12.82196377,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,308.8843596,13.16188773,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,475.9387004,12.82196377,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,522.8382435,12.16822615,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,475.9387004,11.10336318,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,409.4915062,9.245046309,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,433.2461318,8.005880271,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,449.8432669,7.401473385,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,467.0762181,6.579332247,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,484.9693429,5.925530976,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,532.7587757,6.243879966,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,585.2574339,5.925530976,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,655.1285569,6.08262313,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,805.605549,5.550322032,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,936.3292088,5.925530976,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,1028.596158,6.003563256,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,936.3292088,5.336699231,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,365.818198,3.699830414,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,303.132606,3.16227766,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,237.4161205,2.738419634,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,204.2697614,2.434241355,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,185.9463916,2.280103417,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,179.0858302,2.565020906,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,157.0067657,2.702826584,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,140.2615957,2.962039932,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,103.830879,2.702826584,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,84.43657569,2.565020906,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,84.43657569,2.885541154,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,81.32125674,3.080607466,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,66.13146798,3.001046518,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,76.862461,3.557430004,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,67.38627168,3.949943733,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,48.95487189,4.272497509,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,38.34188581,4.743909153,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,55.83914702,5.131298422,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,63.69152281,5.925530976,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,71.29535314,6.409411892,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,100,7.401473385,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,111.9385281,6.84269642,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,140.2615957,6.665974322,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,130.1025217,7.401473385,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,122.9690784,8.005880271,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,74.02659185,4.869675252,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,89.33474625,4.806380863,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,103.830879,5.40697729,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,82.86427729,4.162154352,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,82.86427729,3.949943733,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,96.31046271,3.651741273,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,96.31046271,3.121175447,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,116.2267576,3.040566774,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,132.5711366,3.16227766,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,127.679875,3.465554454,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,103.830879,3.465554454,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,120.6792641,3.898603703,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,122.9690784,4.385765981,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,105.8010057,4.743909153,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,120.6792641,5.131298422,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,107.8085143,4.10805608,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,130.1025217,4.806380863,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,169.2666615,4.561323863,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,140.2615957,4.00195985,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,163.0215049,3.898603703,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,175.7510625,3.376051717,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,175.7510625,3.121175447,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,163.0215049,2.923540341,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,189.4746094,2.885541154,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,260.8113761,3.001046518,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,246.5112448,3.332170941,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,303.132606,3.748552834,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,333.0036391,4.162154352,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,365.818198,4.806380863,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,425.1786303,4.621391139,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,417.2613543,5.336699231,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,345.7606056,5.550322032,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,379.8322505,7.116602802,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,352.3211992,6.579332247,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,365.818198,8.659643234,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,372.759372,10.53724973,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,387.0393325,12.16822615,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,394.3831644,14.23669205,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,320.7173457,11.3977252,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,281.1768698,11.54781985,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,216.1194619,11.3977252,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,185.9463916,10.81660347,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,166.1147371,10.13168825,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,145.6348478,9.12488233,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,140.2615957,8.326347754,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,145.6348478,7.305271543,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,175.7510625,8.326347754,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,204.2697614,9.366792706,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,220.220195,9.615116385,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,255.9547923,9.870023389,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,297.487956,9.615116385,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,297.487956,9.12488233,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,270.8027443,8.326347754,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,216.1194619,8.111308308,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,204.2697614,7.401473385,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,172.4783917,6.579332247,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,163.0215049,6.493816316,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,130.1025217,5.925530976,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,125.3023406,6.243879966,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,151.2139425,5.40697729,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,172.4783917,5.848512932,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,220.220195,6.08262313,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,241.9209445,6.84269642,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,265.7601106,7.305271543,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,265.7601106,8.111308308,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,251.1886432,8.659643234,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,246.5112448,10,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,241.9209445,10.95904543,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,320.7173457,10.53724973,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,372.759372,9.49014236,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,308.8843596,8.218124708,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,308.8843596,7.59769435,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,303.132606,6.665974322,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,228.6565642,5.198871593,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,224.398737,5.198871593,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,169.2666615,4.998775543,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,154.0831336,4.869675252,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,135.0865919,4.272497509,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,196.7331524,4.162154352,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,204.2697614,3.511191734,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,189.4746094,3.699830414,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,237.4161205,4.00195985,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,275.9410589,3.847930973,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,297.487956,4.443521366,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,320.7173457,4.806380863,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,291.9484154,5.267334623,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,275.9410589,6.08262313,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,220.220195,5.697466997,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,200.4660423,5.336699231,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,212.0950888,4.561323863,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,255.9547923,4.561323863,,,,,"Colombera et al., 2013"
BRAIDED,FLUVIAL UNDEFINED,270.8027443,5.267334623,,,,,"Colombera et al., 2013"
MEANDERING,FLUVIAL UNDEFINED,0.590783791,0.499877554,,,,,"Colombera et al., 2013"
MEANDERING,FLUVIAL UNDEFINED,0.783208787,0.702410361,,,,,"Colombera et al., 2013"
MEANDERING,FLUVIAL UNDEFINED,0.981378942,0.779911734,,,,,"Colombera et al., 2013"
MEANDERING,FLUVIAL UNDEFINED,1,0.888921962,,,,,"Colombera et al., 2013"
MEANDERING,FLUVIAL UNDEFINED,0.860387075,1.110336318,,,,,"Colombera et al., 2013"
MEANDERING,FLUVIAL UNDEFINED,0.893347463,1.36887451,,,,,"Colombera et al., 2013"
